terme,"IF(AVG(dico_titre) = 3, 'en', if(AVG(dico_titre) = 4, 'fr', 'en-fr'))"
Machlaerion,fr
Macis,en-fr
Macocki,en-fr
Macocquer,en-fr
Macouna,en-fr
Macrauchen,en-fr
Macrocephalus,en-fr
Macrocosmus,en-fr
Macrophysocephalus,en-fr
Macropiper,en-fr
Macropnus,en-fr
Macula,en-fr
Madagam,en
Madaros,en-fr
Madarosis,en-fr
Madefactio,en-fr
Madelcon,en-fr
Madic,en-fr
Madicum,en-fr
Madisterion,en-fr
Mador,en-fr
Madrepora,en-fr
maea,fr
Maemacylon,en-fr
Maena,en-fr
Magalaise,fr
Magalaize,en
Magdaleones,en-fr
Magdaliae,en-fr
Magdalides,en-fr
Magis,en-fr
Magisterium,en-fr
Magistralis,en-fr
Magistrantia,en-fr
Magma,en-fr
"Magna arteria",en-fr
Magnale,en-fr
Magnes,en-fr
Magnesia,en-fr
Magneticus,en-fr
Magnetinus,en-fr
Magnolia,en-fr
Magnus,en-fr
Magorina,en-fr
Magorreum,en-fr
Magos,en-fr
Magra,en-fr
Magudaris,en-fr
Maguei,en-fr
Magus,en-fr
Mahaleb,en-fr
Maia,en-fr
"Mail anschi",en-fr
"Mail elou",fr
Major,fr
Majorana,en-fr
Mala,en-fr
Mala-elengi,en-fr
Malabathrinum,en-fr
Malabathrum,en-fr
Malache,en-fr
Malachites,en-fr
Malacia,en-fr
Malacion,en-fr
Malacodermos,en-fr
Malacoides,en-fr
Malacos,en-fr
Malacticos,en-fr
Malagma,en-fr
Malagreta,en-fr
Malakka-pela,en-fr
Malandria,en-fr
Malaviscus,en-fr
Malazissatus,en-fr
Male,en-fr
Maler,en-fr
Malicorium,en-fr
Malignitas,en-fr
Malinathalia,en-fr
"Mallam toddali",fr
"Mallam toddali. H. M",en
Malleabilitas,en-fr
Malleamothe,en-fr
Malleolus,en-fr
Malleus,en-fr
Malpighia,en-fr
Malta,en-fr
Maltha,en-fr
Malthacodes,en-fr
Malthacos,en-fr
Malthacticos,en-fr
Malthaxis,en-fr
Maltheorum,en-fr
Malthodes,en-fr
Malum,en-fr
Malus,en-fr
Malva,en-fr
Malvasia,en-fr
Malvaviscum,en-fr
Mamanga,en
"Mamanga frutex",fr
Mamay,en-fr
Mambu,en-fr
Mamei,en-fr
Mamira,en-fr
Mammae,en-fr
"Mammaria vasa",en-fr
"Mammifer processus",fr
"Mammiformes processus",en
"Mammoera mas",en-fr
Manaca,en-fr
Manati,en-fr
Manbrux,en
Mancanilla,en-fr
Mancoron,en-fr
Mancurana,en-fr
Mandaru,en-fr
"Mandibulae lucii piscis",en-fr
Mandihoca,en-fr
Mandobi,en-fr
Mandragora,en-fr
Mandragoras,en-fr
Mandragorites,en-fr
Mandsjadi,en-fr
Manga,en-fr
Mangaiba,en-fr
Manganese,en-fr
Mangaratia,en-fr
Mangas,en-fr
Mangier-blance,en
Mangle,en-fr
Mango,en-fr
Mangostans,en-fr
Mangouse,en
Mangouste,en-fr
Mangue,en-fr
Manheb,en-fr
Mania,en-fr
Manica,en-fr
Manihot,en-fr
Maniodes,en-fr
Manipulus,en-fr
Manjapumeram,en-fr
Manna,en-fr
Manobi,en-fr
Mansorius,en
"Mansorius musculus",fr
Mantichora,en-fr
Mantile,en-fr
"manu stupratio",fr
Manucodiata,en-fr
Manus,en-fr
Manutigium,en-fr
Manyl-rara,en-fr
Manzizanion,en-fr
Maon,en-fr
Maracot,en-fr
Maragosa,en-fr
Maranda,en-fr
Marasmodes,en-fr
Marasmus,en-fr
Maratatabiba,en-fr
Marathrites,en-fr
Marathrum,en-fr
Maraugia,en-fr
Marcasita,en-fr
Marcellium,en-fr
"Marcellus empiricus",en
"Marcellus Empyricus",fr
Marched,en-fr
Marchionis,en
"Marchionis pulvis",fr
"Marciani antidotus",fr
Marciaton,en-fr
Marga,fr
Margaritae,en-fr
Marile,en-fr
Maripendam,en-fr
Maris,en-fr
Marisca,en-fr
"mariscum vinum",fr
Maritus,en-fr
Marmarisgae,en
Marmarygae,fr
Marmelada,en-fr
Marmelos,en-fr
marmolaria,fr
"Marmor album",en-fr
Marmoracea,en
"Marmoracea venena",fr
Marmoraria,en-fr
Marmorata,en
"Marmorata aurium",fr
Marmoreus,en
"Marmoreus tartarus",fr
Marmota,en-fr
Marocostinum,en-fr
Marogus,en-fr
Marotti,en-fr
Marrubiastrum,en-fr
Marrubium,en-fr
Mars,en-fr
Marsipion,en
Marsum,en-fr
"Marsupialis musculus",en-fr
Marsupion,fr
Martach,fr
"Martach or Martath",en
Martagon,en-fr
martath,fr
Martech,en-fr
Martes,en-fr
"Martiani antidotus",en
"Martianum pomum",en-fr
"Martiatum unguentum",en-fr
Martinia,fr
Martynia,en
Maru,en-fr
Marullium,en-fr
Marum,en-fr
Mas,fr
Masarandiba,fr
"Masarandiba pison",en
Maschale,en-fr
Maschalister,en-fr
Masci,en-fr
Masculinans,fr
Masculinitas,en-fr
Maseluc,en-fr
Maslach,en-fr
Masnaphii,en
Maspeta,en-fr
Massa,en-fr
Massalioticon,en-fr
Massalis,en-fr
Masseter,en-fr
Massicot,en-fr
Massinilia,en-fr
Massoy,en-fr
Masthle,en-fr
Masticatio,en-fr
Masticatorium,en-fr
Mastiche,en-fr
Mastichelaeon,en-fr
Mastichina,en-fr
Masticot,en-fr
Mastieron,en-fr
Mastoidaeus,en
"Mastoideus musculus",fr
Mastos,en-fr
Mastupratio,en-fr
Masucha,en-fr
Matalista,en-fr
Mater,en-fr
Materiatura,en-fr
Mates,en-fr
Mathedoram,en-fr
Matorium,en-fr
Matracium,en-fr
Matricalia,en-fr
Matricaria,en-fr
Matrisyla,fr
Matrisylva,en
Matrix,en-fr
"Matronalis viola",en-fr
Maturantia,en-fr
Maturatio,en-fr
Matzatli,en-fr
Mauromarson,en-fr
Mauz,en-fr
Maxeinos,en-fr
Maxilla,en-fr
Maximus,fr
Mays,en-fr
Maza,en-fr
Mazama,en-fr
Mazion,en-fr
Meatus,en-fr
Mecapatli,en-fr
Mecaxochitl,en-fr
Mechanice,en-fr
Mechoacanna,fr
"Mechoacanna alba",en
Mecon,en-fr
Meconium,en-fr
Medea,en-fr
Medena,en-fr
"Medi coctio",en
"Medi malagma",en
"Mediana vena",en-fr
Mediastinum,en-fr
Medica,en-fr
Medicago,en-fr
"Medicamentosus lapis",en-fr
Medicamentum,en-fr
Medicina,en-fr
"Medicinales dies",en-fr
Medicoctio,fr
Medicon,en-fr
Medicus,en-fr
Medimalagma,fr
Medimnus,en-fr
Meditullium,en-fr
Medium,en-fr
Medo,en-fr
Medulla,en-fr
Meelcage,en-fr
Meern,en-fr
Megaleion,en-fr
Megalosplanchnos,en-fr
Mel,en-fr
Melaina,fr
"Melaina nusos",fr
Melampodium,en-fr
Melampyrum,en-fr
"Melan pharmacon",fr
Melanagoga,en-fr
Melanchloros,en-fr
Melancholia,en-fr
Melanchrus,fr
Melanderinos,en-fr
Melandryum,en-fr
Melanorrizon,en-fr
Melanpsithia,en-fr
Melanteria,en-fr
Melanthelaeum,en-fr
Melanthium,en-fr
Melanurus,en-fr
Melanzana,en-fr
Melaones,en-fr
Melaphroditos,en-fr
Melas,en-fr
Melasma,en-fr
Melca,en-fr
Mele,en-fr
Meleagris,en-fr
Melech,en-fr
Meleguetta,en-fr
Meleios,en-fr
Meles,en-fr
Meleuken,en-fr
Meli,en-fr
"Melia terra",en-fr
Melianthus,en-fr
Melias,en-fr
Melica,en-fr
Meliceria,en-fr
Meliceriola,en-fr
Meliceris,en-fr
Melichroos,en-fr
Melichros,en-fr
Melicraton,en-fr
Meliedes,en-fr
Meligeion,en-fr
Melilotus,en-fr
Melimelum,en-fr
Melinum,en-fr
"Melinum emplastrum",en
Meliphyllon,en-fr
Melis,en-fr
Melissa,en-fr
Melissochorton,en-fr
Melissophyllon,en-fr
Melitaea,en-fr
"melitea terra",fr
Melitera,en-fr
Melitismos,en-fr
Melitites,en-fr
Melittoma,en-fr
Melitzanium,en-fr
Mellago,en-fr
Mellifavium,en
Mellisodium,en-fr
Melo,en-fr
Melocactus,en-fr
Melocarduus,en-fr
Melocarpus,en-fr
Melochia,en-fr
Melochites,en-fr
Melocorcopali,en-fr
Melocotonea,en-fr
Melomeli,en-fr
Melon,en-fr
melones,fr
Melongena,en
Melongena.Mepopepo,fr
Melopepo,en
Meloplacus,en-fr
Melosi,en-fr
Melosis,en-fr
Melotis,en-fr
melotus,fr
Melus,en-fr
Melusi,en-fr
Memacylon,en
Membrana,en-fr
"Membranosus musculus",en-fr
Membrum,en-fr
Memigmenon,en-fr
Memitha,en-fr
"Memphites lapis",en-fr
Memycylon,en-fr
Menagetae,en-fr
Menagogus,en-fr
Mendesium,en-fr
Mendoni,en-fr
"Mendosa sutura",en-fr
"Mendosae costae",en-fr
Meningophylax,en-fr
Meninx,en-fr
Menispermum,en-fr
Mens,en-fr
Menses,en-fr
Mensis,en
"Mensis philosophicus",fr
Menstrua,en-fr
Menstruatio,en-fr
Menstruum,en-fr
Mensura,en-fr
Mentagra,en-fr
Mentha,en-fr
Menthastrum,en-fr
Mentulagra,en-fr
Mentum,en-fr
Mentzelia,en-fr
Menyanthes,en-fr
Meonemeron,fr
Mephitis,en-fr
Mercurialis,en-fr
Mercurius,en-fr
"mercurius philosophorum",fr
"Mercurius vitae",en
Merdasengi,en-fr
Mergen,en-fr
Mergus,en-fr
Mericos,en-fr
"Merita terra",en-fr
Merlangius,en-fr
Merlucius,en-fr
Merops,en-fr
Merula,en-fr
Mesaraeon,en-fr
Mesel,en-fr
Mesemar,en-fr
Mesenterium,en-fr
Mesera,en-fr
Mesereon,en-fr
Mesianum,en-fr
Mesire,en-fr
"Mesnaphii confectio",fr
Mesocolon,en-fr
Mesoglossi,en-fr
Mesomeria,en-fr
Mesomphalion,en-fr
Mesophryon,en-fr
Mesopleurios,en-fr
Mesopotamenon,en-fr
Mespilus,en-fr
Mesquite,en-fr
"Messalinae dentifricium",en-fr
Mest,en-fr
Mesue,en-fr
Metabasis,en-fr
Metabole,en-fr
metacarpion,fr
Metacarpius,en-fr
Metacarpus,en-fr
Metacerasma,en-fr
Metachoresis,en-fr
Metacinema,en-fr
Metacondyli,en-fr
Metallage,en-fr
Metallum,en-fr
Metallurgia,en-fr
Metallus,en-fr
Metapedium,en-fr
Metaphrenon,en-fr
Metaporopoeia,fr
Metaporopoela,en
Metaptosis,en-fr
Metastasis,en-fr
Metasyncrisis,en-fr
Metatarsius,en-fr
Metatarsus,en-fr
Metathesis,en-fr
Metaxa,en-fr
Metel,en-fr
Meteoros,en-fr
Methemerinos,en-fr
"Methodica secta",en-fr
Methonica,en-fr
Metl,en-fr
Metopion,en-fr
Metopon,en-fr
Metra,en-fr
Metrenchyta,en-fr
Metrenchytes,en-fr
Metretes,en-fr
Metrocelides,en-fr
Metroproptosis,en-fr
Meum,en-fr
Mevium,en-fr
Mezereon,en-fr
Miasma,en-fr
Micha,en-fr
michach,fr
"Michaelis angeli antidotus",en-fr
"Micleta antidotus",en-fr
Microcosmetor,en-fr
Microcosmos,en-fr
Microleuconymphaea,en-fr
Micronymphaea,en-fr
Microsphyctos,en-fr
Mictio,en-fr
mictus,fr
Midyon,en-fr
Miencaphetites,en-fr
Mifres,en-fr
Migambe,en-fr
Migrana,en-fr
Milax,en-fr
Milesius,en-fr
"Miliaris febris",en-fr
Miliarium,en-fr
Miliolum,en-fr
"Militaris herba",en-fr
Milium,en-fr
Millefolium,en-fr
"Millegrana major",en-fr
Millepedes,en-fr
Milleria,en-fr
milliaria,fr
Millifavium,fr
Milphosis,en-fr
Miltos,en-fr
Milvus,en-fr
Milzadella,en-fr
Mimosa,en-fr
Mina,en-fr
Minari,en-fr
Minea,en-fr
Minera,en-fr
Mineralia,en-fr
Minister,en-fr
Minium,en-fr
Minoratio,en-fr
minus,en-fr
Minuta,en-fr
Minyanthes,en-fr
Mippi,en-fr
Mirabilis,en-fr
"Mirabilis peruviana",en-fr
Miracaiba,en-fr
Mirach,en-fr
Miriti,en-fr
Mirmidones,en-fr
Misadir,en-fr
Misanthropia,en-fr
Misce,en-fr
Miscerassi,en-fr
"Miserere mei",en-fr
Mismar,en-fr
Misoptochos,en-fr
Missa,en-fr
Missadan,en-fr
Missio,en
"Missio sanguinis",fr
Misy,en-fr
Mitella,en-fr
Mithridatium,en-fr
"Mitrales valvulae",en-fr
Miva,en-fr
mixadir,fr
mixaithria,fr
Mixaithrion,en-fr
Mixopyos,en-fr
Mixquitl,en-fr
"Mixtura simplex",en-fr
"Mixtura tubularis",en-fr
Mna,en-fr
Mnasaei,en
Mnasaeipharmacon,fr
Mneme,en-fr
Mnemecephalicum,en
"Mnemecephalicum balsamum",fr
Mnium,en
Mochlia,en-fr
Mochlica,en-fr
Mochus,en-fr
Mocitaiba,en-fr
Modagam,fr
Moderni,en-fr
Modiolus,en-fr
Modius,en-fr
Modus,en
Mogilalia,en-fr
"Mogori flores",en-fr
Mola,en-fr
"Molaris lapis",en-fr
Moldavica,en-fr
Molendesis,en-fr
Molga,en-fr
Molibato,en-fr
Molle,en-fr
Mollificatio,en
Mollucca,en
Mollugo,en-fr
Moloch,en-fr
Molochine,en-fr
Molon,en-fr
Molops,en-fr
Molucca,en-fr
Moluccana,en-fr
Moly,en-fr
"moly indicum",fr
Molybdaena,en
Molybdoeides,en-fr
Molybdoena,fr
Molybdos,en-fr
Molyza,en-fr
Momiscus,en-fr
Momordica,en-fr
Monae,en-fr
Monas,en-fr
Monbin,en-fr
Monedula,en-fr
Monembasiaticum,en-fr
Monemeron,en
Moneres,en-fr
Monoceros,en
Monoceros.Monocolon,fr
Monocolon,en-fr
Monoemeros,en-fr
Monomachon,en-fr
Monomelum,en-fr
Mononycha,en-fr
Monopagia,en-fr
monopegia,fr
Monophyllon,en-fr
Monorchis,en-fr
Monosermalthaea,fr
Monositia,en-fr
Monospermalthaea,en
"Mons veneris",en-fr
Montia,en-fr
Montifringilla,en-fr
Monycha,en
"Monycha animalia",fr
Mora,en-fr
"morbi materiaturae",fr
Morbilli,en-fr
Morbus,en-fr
Mordehi,en-fr
Mordexyn,en-fr
Mordilapides,en-fr
"more properly",en
Moretarium,en-fr
Moretus,en-fr
Morhna,en-fr
Moria,en-fr
Morina,en-fr
Moringa,en-fr
morlua,fr
Mormyros,en-fr
Moro,en-fr
Morochthus,en-fr
Morosis,en-fr
Moroxos,en-fr
Morphaea,en-fr
Morphnos,en-fr
Morpiones,en-fr
Morsellus,en-fr
morsulus,fr
Morsus,en-fr
"Morsus diaboli",en
"Morsus gallinae",en
"Morsus ranae",en
Mortariolum,en-fr
Mortarium,en-fr
Mortificatio,en-fr
Morum,en-fr
Morus,en-fr
Morxi,en-fr
Mosa,en-fr
Mosch,en-fr
"Moschata nux",en-fr
Moschatellina,en-fr
Moschelaeum,en-fr
Moschositeron,en-fr
Moschus,en-fr
Moscolea,en-fr
mosel,fr
Mosquitae,en-fr
"Mosyleticus blastus",en-fr
Mosyllon,en-fr
Motacilla,en-fr
Motella,en-fr
Motos,en-fr
Moul-elavou,en-fr
Moullava,en-fr
Mourouve,en-fr
Moxa,en-fr
Mucago,en-fr
Mucharum,en-fr
Mucilago,en-fr
Mucocarneus,en-fr
Mucor,en-fr
"Mucosae glandulae",en-fr
Mucro,en-fr
"Mucronata cartilago",en
Mucronatum,fr
"Mucronatum os",en
Mucuitaba,en-fr
"Mucuna guacu",en-fr
Mucus,en-fr
Mugil,en-fr
Mugo,en-fr
Muiva,en-fr
Mulae,en-fr
Mulla,en-fr
Mullus,en
Mulsum,en-fr
Multipedae,en-fr
"Multisiliquosae plantae",fr
Mulus,en-fr
Mumia,en-fr
Mundatio,en-fr
Mundificativa,fr
Mundifictiva,en
Mundubi,en-fr
"Munduy guacu",en-fr
Mungo,en-fr
Muntingia,en-fr
Muraena,en-fr
"Muralis herba",en-fr
Mureci,en-fr
Murex,en-fr
Muria,en
Murmentum,en-fr
Murrha,en-fr
"Murucugifera arbor",en-fr
Murucuia,en-fr
Mus,en-fr
Musa,en-fr
Musadi,en-fr
Musarium,en-fr
Musca,en-fr
Muscari,en-fr
Muscatella,en-fr
Muscerda,en-fr
Muscipeta,en-fr
Muscipula,en-fr
Musco-fungo,en-fr
"Muscosae glandulae",en-fr
Musculus,en-fr
"musculus zygomaticus",fr
Muscus,en-fr
Musica,en-fr
Mussela,en-fr
mussula,fr
Mustela,en-fr
Mustelus,en-fr
Mustum,en-fr
Mustus,en-fr
Musula,en-fr
Mutellina,en-fr
Myacantha,en-fr
"Myagro affinis",en-fr
"Myagro similis",en
Myagrum,en
Myax,en-fr
Myce,en-fr
Myces,en-fr
Mychthismos,en-fr
Myconoides,en-fr
Mycteres,en-fr
Mydesis,en-fr
Mydon,en-fr
Mydriasis,en-fr
Mydros,en-fr
Mygale,en-fr
Mylacris,en-fr
Myle,en-fr
Myloglossi,en-fr
Mylohyoidaei,fr
Mylohyoiodaei,en
Mylon,en-fr
Mylopharingaeus,en
Mylopharyngaeus,fr
Mylos,en
Myocephalum,en-fr
"Myodes platysma",en-fr
Myologia,en-fr
Myopia,en-fr
myopiasis,fr
Myops,en-fr
Myosotis,en-fr
Myosuros,en-fr
Myotomia,en-fr
Myracopon,en-fr
Myrica,en-fr
Myringa,en-fr
myrinx,fr
Myriophyllon,en-fr
"Myristica nux",en-fr
Myrites,en-fr
Myrmecaleon,en-fr
Myrmecia,en-fr
Myrmecites,en-fr
Myrmecizon,en-fr
Myrobalani,en-fr
Myron,en-fr
Myropissoceron,en-fr
Myrrha,en-fr
Myrrhine,en-fr
Myrrhis,en-fr
Myrsinaton,en-fr
Myrsinelaeon,en-fr
Myrsinites,en-fr
Myrtidanon,en-fr
Myrtillus,en-fr
Myrtites,en-fr
Myrtocheilides,en-fr
Myrtocistus,en-fr
Myrton,en-fr
Myrtus,en-fr
"Myrtus brabantica",en
Mysis,en-fr
Mysterion,en-fr
Mystron,en-fr
Mytis,en-fr
Myttoton,en-fr
Mytulus,en-fr
Myurus,en-fr
Myxa,en-fr
Myxinos,en-fr
Myxorrhoos,en-fr
Myxosarcoma,en-fr
Myxoter,en-fr
N,en-fr
Nabit,en-fr
Nacta,en-fr
Naducem,en-fr
Naevus,en-fr
Nafda,en-fr
Nagam,en-fr
Nagemlus,en-fr
Nakir,en-fr
Nalugn,en-fr
Nana,en-fr
nanas,fr
Nandi-ervatam,en-fr
Napeca,en-fr
Napellus,en-fr
Napha,en-fr
Naphtha,en-fr
Napo-brassica,en
Napobrassica,fr
Napta,en-fr
Napus,en-fr
Napy,en-fr
Nar,en-fr
Narcaphthon,en-fr
Narce,en-fr
Narcisso-colchicum,en
Narcisso-leucoium,en-fr
Narcissocolchicum,fr
Narcissus,en-fr
Narcosis,en-fr
Narcotica,en-fr
Nardinum,en
"Nardinum unguentum",fr
Nardostachys,en-fr
Nardus,en-fr
Naregam,en-fr
Nares,en-fr
Narifusoria,en-fr
Narthex,en-fr
Narwal,en-fr
Nasa,en-fr
Nasale,en-fr
Nascale,en-fr
Nascaphthon,en-fr
nascapthon,fr
Nasda,en-fr
Nasitas,en-fr
Nasturtium,en-fr
Nasus,en-fr
Nata,en-fr
Nataron,en-fr
Natatio,en-fr
Nates,en-fr
Natrix,en-fr
Natron,en-fr
Natta,en-fr
Naturalia,en-fr
Nausea,en-fr
Nausiosis,en-fr
Nautea,en-fr
Nautia,en-fr
Nauticus,en
"Nauticus musculus",fr
Nautilus,en-fr
"Naviculare Os",en-fr
naviforme,fr
Navigatio,en-fr
"Naxia cos",en-fr
Neapolita,en-fr
"Neapolitanum unguentum",en-fr
"Neapolitanus morbus",en-fr
Neastrum,en-fr
Nebula,en-fr
Nebulgen,en-fr
"Necessariae res",en-fr
Nechiasech,en-fr
Necrocomica,en-fr
Necrolium,en-fr
Necrosis,en-fr
Nectar,en-fr
Nedeon,en-fr
Nedum-schetti,fr
"Nedum-schetti. H.M",en
Nedyia,en-fr
Nedys,en-fr
Nedyusa,en-fr
Nefrendes,en-fr
"Negundo foemina",fr
"Negundo mas",en-fr
Neiaera,en-fr
Neiem-el-salib,en-fr
Neilion,en
Neillon,fr
Neli-pouli,en
Nelipouli,fr
Nenemia,en-fr
Nenufar,en-fr
Nenufareni,en-fr
nenuphar,fr
Nepa,en-fr
Nepenthes,en-fr
Nepeta,en-fr
Nepetella,en-fr
Nepheloides,en-fr
Nephridion,en-fr
"Nephriticum lignum",en-fr
Nephriticus,en
"Nephriticus lapis",en
Nephritis,en-fr
Nephrometrae,en-fr
Nephros,en-fr
Nephrotomia,en-fr
Nepones,en-fr
Nepta,en-fr
Nere,en-fr
Nerita,en-fr
Nerium,en-fr
Neroniana,en-fr
Nervalia,en
"Nervalia ossa",fr
"nerveo-spongiosa penis",fr
Nervi,en-fr
Nervinus,en-fr
Nesis,en-fr
Nestis,en-fr
Net,en-fr
neta,fr
Netopon,en-fr
Neur,en
Neuras,fr
Neurochondrodes,en-fr
Neurodes,en-fr
Neurologia,en-fr
Neurometeres,en-fr
Neuron,en-fr
Neurotica,en-fr
Neurotomia,en-fr
Neurotomus,en-fr
Neurotrotos,en-fr
Neuter,en-fr
Neutha,en-fr
Nhambi,en-fr
nhandiroba,fr
Nhandu,en-fr
Nhua,en-fr
Nicarion,en-fr
Niccolus,en-fr
"Nicephori pastillus",en-fr
"Nicodemi oleum",en-fr
"Nicolai emplastrum",en-fr
"Nicolaus myrepsus",en-fr
Nicon,en-fr
Nicotiana,en-fr
Nicteris,fr
Nidor,en-fr
Nienchala,en
Nienghala,fr
Nigella,en-fr
"Nigella cretica",en
Nigellastrum,en-fr
"Niger morbus",en-fr
"nigra vitis",fr
"nigro variegata",en
"Nihil album",en-fr
"Niir notsjil",en
Niir-notsjil,fr
Niir-pongelion,en-fr
Nil,en-fr
"Nil Arabum",en-fr
"Nila hummatu",en
Nila-hummatu,fr
Nilammon,en-fr
"Nilei collyrium",en-fr
"Nilei epithema",en
Nilei-epythema,fr
"Nili collyrium",en
Nili-collyrium,fr
Niliacum,en-fr
Nilica-maram,en-fr
"Nimbo acostae",en-fr
ninors,fr
ninsi,fr
Ninzin,en-fr
Niopon,en-fr
Niruala,en-fr
Niruri,en-fr
Nisi,en-fr
Nissolia,en-fr
Nisus,en-fr
Nitedula,en-fr
Nitialia,en-fr
Nitriales,en-fr
Nitrum,en-fr
Nix,en-fr
"Nix fumans",fr
Nixia,en-fr
Noas,en-fr
Nocasit,en-fr
Nochat,en-fr
Noctambulo,en-fr
Noctiluca,en-fr
Noctisurgium,en-fr
Noctua,en-fr
"Noctuini oculi",en
Noctuini-oculi,fr
Nodosa,en-fr
Nodulus,en-fr
Nodus,en-fr
Noela-tali,en-fr
Noera,en-fr
Nola-ily,en-fr
"Noli me tangere",en-fr
Nome,en-fr
"Nonus humeri musculus placentini",en-fr
Nora,en-fr
Nosi,en-fr
Nosocomium,en-fr
Nosocomos,en-fr
Nosodochium,en-fr
Nosologia,en-fr
Nosos,en-fr
Noster,en-fr
Nostoch,en-fr
Nothos,en-fr
Notiaeus,en-fr
Novacula,en-fr
Novale,en-fr
Nuba,en-fr
nubecula,fr
Nubes,en-fr
Nucamenta,en-fr
"Nuces è Narbadoes",en-fr
Nucha,en-fr
Nuciositas,en-fr
Nucipersica,en-fr
Nucista,en-fr
Nucleus,en-fr
"Nucula terrestris",en
Nucula-terrestris,fr
Nuhar,en
Numenius,en-fr
Nummularia,en-fr
Nuphar,fr
Nusiadat,en-fr
Nustum,en-fr
Nutricatio,en-fr
Nux,en-fr
Nyalel,en-fr
Nyctalops,en-fr
Nycteris,en
Nygma,en-fr
Nympha,en-fr
Nymphae,en-fr
Nymphaea,en-fr
"Nymphodoti pastillus",en-fr
Nymphoides,en-fr
Nymphomania,en-fr
Nymphotomia,en-fr
Nysadir,en-fr
Nystagmos,en-fr
Nyxis,en-fr
O,en-fr
Obelaea,en
Obelchera,en-fr
Obelea,fr
Obeliscotheca,en-fr
Obesitas,en-fr
Oblatae,en
"Oblatae purgantes",fr
Obliquus,en-fr
Obolus,en-fr
Obrizum,en-fr
"obrusae catillus",fr
Obsidiana,en-fr
Obstetricatio,en-fr
Obstructio,en-fr
Obtundentia,en-fr
Obturatio,en-fr
Obturator,en-fr
"Obturator externus",en
Occasio,en-fr
Occidens,en-fr
"Occidens stella",fr
"Occipitalis musculus",en-fr
Occipito-frontalis,en-fr
Occultus,en-fr
Ochema,en-fr
Ocheteumata,en-fr
Ochetos,en-fr
Ocheus,en-fr
Ochra,en-fr
Ochrea,en-fr
Ochrus,en
Ochrus.Ochthodes,fr
Ochthodes,en
Ocimastrum,en-fr
Ocimum,en-fr
Oclasis,en-fr
Ocob,en-fr
Ocoloxochitl,en-fr
Ocris,en-fr
Octunx,en-fr
Ocularia,en-fr
"Oculi cancrorum",en-fr
Oculista,en-fr
Oculus,en-fr
Ocymastrum,en-fr
Ocymoides,en
Ocymum,en-fr
Odallam,en-fr
Odaxismos,en-fr
Odium,en-fr
Odmalea,en-fr
Odontagogos,en-fr
Odontagra,en-fr
Odontalgia,en-fr
Odontiasis,en-fr
Odontica,en-fr
Odontis,en-fr
odontitis,fr
Odontoglyphon,en-fr
Odontoides,en-fr
Odontophyia,en-fr
Odontotrimma,en-fr
Odoratus,en
Odoratus.Oe,fr
Oeconomia,en
Oeconomie,fr
Oedema,en-fr
Oedemosarca,en-fr
Oelnizium,en-fr
Oenantharia,en-fr
Oenanthe,en-fr
Oenarea,en-fr
Oenas,en-fr
Oenelaeum,en-fr
Oeneros,en-fr
Oenodes,en
Oenogala,en-fr
Oenogarum,en-fr
"Oenomeli sanum",en-fr
Oenophlygia,en-fr
Oenoplia,en-fr
Oenopus,en-fr
Oenostagma,en-fr
Oenothera,en-fr
Oenus,en-fr
Oepata,en-fr
Oesophagus,en-fr
Oestromania,en-fr
"Oestrum veneris",en-fr
Oesype,en-fr
oesypos,fr
"Offa helmontiana",en-fr
Officinalia,en
Offinalia,fr
Offion,en-fr
Oger,en-fr
ogertinum,en-fr
ogertum,fr
Olampi,en-fr
Olca,en-fr
Oldenlandia,en-fr
Olea,en-fr
Oleamen,en-fr
Oleander,en-fr
Oleaster,en-fr
"Oleaster germanicus",en
Olecranon,en-fr
Oleitas,en-fr
Olene,en-fr
Oleum,en-fr
"Olfactorii nervi",en-fr
Olfactus,en-fr
Olibanum,en-fr
Oligophorus,en-fr
Olisthema,en-fr
Oliva,en-fr
"Olivaria corpora",en-fr
Olivitas,en-fr
Olophlyctides,en-fr
Olor,en-fr
"Olus album",en-fr
Oly,en-fr
"Olympiacum collyrium",en-fr
"Olympianum coxyporium",fr
"Olympianum oxyporium",en
Olynthos,en-fr
Olyra,en-fr
Olyscion,en-fr
Omagra,en-fr
Omasum,en-fr
Omelysis,en-fr
Omenta,en-fr
Omentum,en-fr
Omocotyle,en-fr
Omolinon,en-fr
Omoplatae,en-fr
Omos,en-fr
Omotarichos,en-fr
Omotribes,en-fr
"Omphacinum oleum",en-fr
Omphacis,en-fr
"Omphacites vinum",en-fr
Omphacitis,en-fr
Omphacium,en-fr
Omphacomeli,en-fr
Omphalocarpos,en-fr
Omphalocele,en-fr
Omphalodes,en-fr
Omphalomantia,en-fr
Omphalos,en-fr
Onager,en-fr
Onagra,en-fr
Onbou,en-fr
Oncos,en-fr
Onda,en-fr
Oneirocriticus,en-fr
Oneirogmos,en-fr
Oneiromantes,en-fr
Oneiropolesis,en-fr
Onis,en-fr
Onisci,en-fr
Oniscus,en-fr
Onitis,en-fr
Onobrychis,en-fr
Onochites,en-fr
Onoclea,en-fr
Onocrotalus,en-fr
Ononis,en-fr
Onoperdum,en-fr
Onopteris,en-fr
Onos,en
Onosma,en-fr
Onosolat,en-fr
Onsicus,fr
Onyx,en-fr
